eval_date,target_period,actual,dfm_nowcast,dfm_error,ar1_nowcast,ar1_error,rw_nowcast,rw_error
2010-03-17,2010-01-01,5.65370163614461,4.8528462217057795,-0.8008554144388302,3.369792279982037,-2.2839093561625727,2.7282531215877,-2.92544851455691
2010-06-15,2010-04-01,9.47269044351427,6.32079044147777,-3.151900002036501,5.839083025547027,-3.6336074179672435,5.65370163614461,-3.818988807369661
2010-09-14,2010-07-01,9.50927026910191,7.247419906058375,-2.2618503630435347,8.895637987511366,-0.6136322815905437,9.47269044351427,-0.03657982558763884
2010-12-15,2010-10-01,8.50473559019883,7.566768587996004,-0.9379670022028268,8.971546258282,0.46681066808316984,9.50927026910191,1.0045346789030791
2011-03-17,2011-01-01,8.41400516195376,7.6323283853863515,-0.7816767765674086,8.170843725962127,-0.24316143599163276,8.50473559019883,0.09073042824507027
2011-06-15,2011-04-01,5.28521198570649,7.133325577316571,1.8481135916100806,8.113703704858576,2.828491719152086,8.41400516195376,3.12879317624727
2011-09-14,2011-07-01,5.81169330810113,6.902322832284809,1.0906295241836785,5.648562498026143,-0.1631308100749873,5.28521198570649,-0.5264813223946403
2011-12-15,2011-10-01,6.01369887441975,6.028976773054497,0.015277898634747267,6.047136138826412,0.03343726440666206,5.81169330810113,-0.20200556631861932
2012-03-16,2012-01-01,6.11062611583109,6.2555002492131,0.14487413338201005,6.196456631989617,0.08583051615852622,6.01369887441975,-0.09692724141134068
2012-06-15,2012-04-01,5.89360478029052,5.675728877632132,-0.2178759026583883,6.26590188155586,0.37229710126533977,6.11062611583109,0.21702133554057035
2012-09-14,2012-07-01,7.02053164978672,6.256334477099727,-0.7641971726869929,6.092572575681566,-0.9279590741051535,5.89360478029052,-1.1269268694961996
2012-12-15,2012-10-01,5.55751904870401,6.568354582403606,1.0108355336995958,6.9590095971204065,1.4014905484163966,7.02053164978672,1.4630126010827098
2013-03-17,2013-01-01,4.97843548901329,6.523196002201288,1.544760513187998,5.833791889856814,0.8553564008435242,5.55751904870401,0.5790835596907202
2013-06-15,2013-04-01,6.26450770587881,6.29375259328131,0.029244887402500197,5.376520116259231,-0.8879875896195788,4.97843548901329,-1.28607221686552
2013-09-14,2013-07-01,5.22669060208862,5.072200000578023,-0.1544906015105978,6.358001669928132,1.131311067839512,6.26450770587881,1.0378171037901893
2013-12-15,2013-10-01,6.84400833971523,5.452468538997542,-1.3915398007176876,5.5604226398020895,-1.2835856999131403,5.22669060208862,-1.6173177376266095
2014-03-17,2014-01-01,4.95524713283023,5.651470019373649,0.6962228865434188,6.787229402203765,1.831982269373535,6.84400833971523,1.8887612068849995
2014-06-15,2014-04-01,1.9592408029879,6.029342115211291,4.070101312223391,5.359150147804527,3.3999093448166273,4.95524713283023,2.9960063298423303
2014-09-14,2014-07-01,1.82298802207645,4.977045543258439,3.1540575211819886,3.0063698202195144,1.1833817981430643,1.9592408029879,0.13625278091145
2014-12-15,2014-10-01,1.0688700486328,4.327079032297277,3.258208983664477,2.7978641606159256,1.7289941119831256,1.82298802207645,0.7541179734436501
2015-03-17,2015-01-01,1.93074546811846,3.930812328855332,2.000066860736872,2.055745154386938,0.1249996862684779,1.0688700486328,-0.8618754194856599
2015-06-15,2015-04-01,3.17614137128785,3.904974545809406,0.7288331745215557,2.7268675709167307,-0.4492738003711194,1.93074546811846,-1.2453959031693902
2015-09-14,2015-07-01,3.1558793109191,3.648725371179129,0.4928460602600291,3.738468347900706,0.5825890369816062,3.17614137128785,0.020262060368750223
2015-12-15,2015-10-01,4.61665478560979,2.7723275423711065,-1.8443272432386837,3.6976895506421834,-0.9189652349676067,3.1558793109191,-1.4607754746906902
2016-03-16,2016-01-01,4.47886153868612,4.135068039980328,-0.343793498705792,4.882474239895919,0.4036127012097994,4.61665478560979,0.13779324692367023
2016-06-15,2016-04-01,3.73511642226037,4.394017164192301,0.6589007419319315,4.764084941509729,1.0289685192493594,4.47886153868612,0.74374511642575
2016-09-14,2016-07-01,4.61176278650571,4.554703417430082,-0.057059369075628474,4.150529513978418,-0.4612332725272923,3.73511642226037,-0.8766463642453401
2016-12-15,2016-10-01,3.06996471519214,3.3667047135352046,0.29673999834306475,4.8553581676413256,1.7853934524491857,4.61176278650571,1.5417980713135702
2017-03-17,2017-01-01,2.2842279984848,2.506407013393692,0.22217901490889203,3.5916230071274837,1.3073950086426835,3.06996471519214,0.7857367167073397
2017-06-15,2017-04-01,2.64825064847206,1.284930547035935,-1.3633201014361251,2.9130829720914937,0.26483232361943365,2.2842279984848,-0.36402264998725986
2017-09-14,2017-07-01,2.81451885463473,2.2955807560683352,-0.518938098566395,3.1933856893644776,0.37886683472974747,2.64825064847206,-0.16626820616267013
2017-12-15,2017-10-01,2.32143030352552,1.877469041285282,-0.44396126224023824,3.312564667642757,0.991134364117237,2.81451885463473,0.49308855110921
2018-03-17,2018-01-01,3.16666858991662,2.115765159505068,-1.050903430411552,2.8758786922307418,-0.29078989768587826,2.32143030352552,-0.8452382863910999
2018-06-15,2018-04-01,5.59658814229983,3.143722890976577,-2.4528652513232534,3.573591779666185,-2.0229963626336454,3.16666858991662,-2.4299195523832102
2018-09-14,2018-07-01,2.43893840743067,2.484338750777872,0.04540034334720211,5.578527569925404,3.139589162494734,5.59658814229983,3.1576497348691603
2018-12-15,2018-10-01,4.61781588665272,2.5048263420019827,-2.1129895446507376,3.0002290840770467,-1.6175868025756737,2.43893840743067,-2.1788774792220504
2019-03-17,2019-01-01,2.40005911777053,3.1039656660734276,0.7039065483028977,4.777420805958616,2.3773616881880857,4.61781588665272,2.2177567688821904
2019-06-15,2019-04-01,1.15085190549802,3.222424731611836,2.071572826113816,2.9773747169465716,1.8265228114485517,2.40005911777053,1.24920721227251
2019-09-14,2019-07-01,3.38953471028863,3.5798248215670876,0.19029011127845763,1.9078005348536657,-1.4817341754349642,1.15085190549802,-2.23868280479061
2019-12-15,2019-10-01,2.06036058467803,2.609786262904492,0.5494256782264619,3.7568240100891925,1.6964634254111624,3.38953471028863,1.3291741256105998
2020-03-16,2020-01-01,-3.57314598248524,2.774006205933022,6.347152188418262,2.6572103391081523,6.230356321593392,2.06036058467803,5.63350656716327
2020-06-15,2020-04-01,-30.0525804376286,2.774006205933022,32.82658664356162,-2.2910892285100872,27.76149120911851,-3.57314598248524,26.47943445514336
2020-09-14,2020-07-01,-8.68810410205319,2.774006205933022,11.462110307986212,-40.170546728230086,-31.482442626176898,-30.0525804376286,-21.36447633557541
2020-12-15,2020-10-01,-1.37908862794823,2.774006205933022,4.153094833881252,-4.350137848411961,-2.9710492204637315,-8.68810410205319,-7.30901547410496
2021-03-17,2021-01-01,4.23166789763946,2.774006205933022,-1.4576616917064382,0.6003319294303238,-3.631335968209137,-1.37908862794823,-5.61075652558769
2021-06-15,2021-04-01,42.0894739561027,2.774006205933022,-39.31546775016968,4.220697577200072,-37.86877637890263,4.23166789763946,-37.85780605846324
2021-09-14,2021-07-01,11.757886284988,2.774006205933022,-8.983880079054979,28.458063869983107,16.700177584995107,42.0894739561027,30.3315876711147
2021-12-15,2021-10-01,3.45720364538992,2.774006205933022,-0.6831974394568978,7.948313934166146,4.491110288776226,11.757886284988,8.30068263959808
2022-03-17,2022-01-01,3.91601499624166,4.165531366274218,0.24951637003255778,4.235641369639388,0.3196263733977278,3.45720364538992,-0.45881135085173996
2022-06-15,2022-04-01,3.42070288228827,4.058166246271035,0.6374633639827647,4.429350179109845,1.0086472968215747,3.91601499624166,0.49531211395339003
2022-09-14,2022-07-01,2.0563160146438,2.9292644587726717,0.8729484441288715,4.201055395151532,2.144739380507732,3.42070288228827,1.3643868676444697
2022-12-15,2022-10-01,2.03092763616575,2.4632138411712954,0.4322862050055454,3.5795620030190114,1.5486343668532614,2.0563160146438,0.0253883784780502
2023-03-17,2023-01-01,0.0391052678972045,2.2600823966204366,2.220977128723232,3.5445677659595303,3.5054624980623257,2.03092763616575,1.9918223682685454
2023-06-15,2023-04-01,-0.355832327314343,2.0422083631973753,2.3980406905117184,2.619878287051061,2.975710614365404,0.0391052678972045,0.3949375952115475
2023-09-14,2023-07-01,-0.625710836340666,0.9433684471112613,1.5690792834519274,2.3885227710164387,3.014233607357105,-0.355832327314343,0.26987850902632304
2023-12-15,2023-10-01,-0.428502185837962,1.4230500866948739,1.851552272532836,2.2083644438036534,2.6368666296416152,-0.625710836340666,-0.19720865050270403
2024-03-16,2024-01-01,1.44235709378428,1.6311734426308084,0.18881634884652843,2.243635480272373,0.8012783864880928,-0.428502185837962,-1.870859279622242
2024-06-15,2024-04-01,3.8141314440212,1.722839372152348,-2.091292071868852,3.071178826682629,-0.7429526173385708,1.44235709378428,-2.3717743502369197
2024-09-14,2024-07-01,4.16031780534855,2.4769760712281705,-1.6833417341203791,4.149457112672773,-0.010860692675776384,3.8141314440212,-0.3461863613273497
2024-12-15,2024-10-01,4.46895203220171,3.415652496276005,-1.0532995359257047,4.305363389003277,-0.16358864319843214,4.16031780534855,-0.3086342268531599
2025-03-17,2025-01-01,4.02005797467429,4.851874803495479,0.8318168288211885,4.446209264600689,0.4261512899263993,4.46895203220171,0.4488940575274194
2025-06-15,2025-04-01,2.61023963032731,4.219576448018364,1.6093368176910539,4.23915570703071,1.6289160767033999,4.02005797467429,1.4098183443469803
2025-09-14,2025-07-01,3.40429269843481,3.4267577157562705,0.022465017321460667,3.5853060046219793,0.1810133061871695,2.61023963032731,-0.7940530681075
